province_name,district,year,week,disease_cases,weekly_diarrhea_cases,population,rainfall,mean_temperature,max_temperature,min_temperature,rainsum_std,rainfall_std
01 Vientiane Capital,1,2016,27,7,64,864954,124.9,27.6857142857143,30.1142857142857,25.2,2.20176182343211,2.2040733850382273
01 Vientiane Capital,1,2016,28,7,38,864954,38.6,29.8428571428571,33.5571428571429,26.1142857142857,0.221120190467539,0.2213523377130684
01 Vientiane Capital,1,2016,29,14,62,864954,1.4,30.1285714285714,33.8714285714286,26.3428571428571,-0.632644221424491,-0.633308415015737
01 Vientiane Capital,1,2016,30,17,34,864954,65.5,28.9571428571429,33.2285714285714,24.6428571428571,0.838492843152905,0.8393731508422314
01 Vientiane Capital,1,2016,31,19,43,864954,47.9,28.4142857142857,31.9285714285714,24.8857142857143,0.434561293440547,0.43501752589526965
01 Vientiane Capital,1,2016,32,28,42,864954,36.0,28.9428571428571,32.1142857142857,25.7428571428571,0.161448484260032,0.16161798402772176
01 Vientiane Capital,1,2016,33,18,37,864954,26.2,28.2857142857143,30.4285714285714,26.1142857142857,-0.0634679468298042,-0.0635345798632001
01 Vientiane Capital,1,2016,34,17,32,864954,86.4,28.9285714285714,32.5571428571429,25.2571428571429,1.31816155843633,1.3195454554667485
01 Vientiane Capital,1,2016,35,35,46,864954,36.8,28.8285714285714,32.1142857142857,25.5142857142857,0.179809009246957,0.17999778516167447
01 Vientiane Capital,1,2016,36,51,55,864954,91.9,28.8142857142857,31.7428571428571,25.8571428571429,1.44439016772144,1.445906588262674
01 Vientiane Capital,1,2016,37,46,21,864954,65.1,27.9142857142857,31.0857142857143,24.7,0.829312580659442,0.8301832502752549
01 Vientiane Capital,1,2016,38,36,39,864954,85.3,29.0714285714286,33.2428571428571,24.8714285714286,1.29291583657931,1.2942732289075631
01 Vientiane Capital,1,2016,39,67,32,864954,19.9,29.5428571428571,33.9428571428571,25.0857142857143,-0.208057081101841,-0.20827551379307843
01 Vientiane Capital,1,2016,40,101,13,864954,61.9,28.8714285714286,32.2285714285714,25.5,0.75587048071174,0.7566640457394436
01 Vientiane Capital,1,2016,41,82,27,864954,19.9,29.3571428571429,33.2857142857143,25.3857142857143,-0.208057081101841,-0.20827551379307843
01 Vientiane Capital,1,2016,42,65,33,864954,16.8,28.2857142857143,32.1714285714286,24.3714285714286,-0.279204115426177,-0.2794972431871455
01 Vientiane Capital,1,2016,43,54,29,864954,61.5,28.9714285714286,33.1714285714286,24.7142857142857,0.746690218218278,0.7474741451724675
01 Vientiane Capital,1,2016,44,90,22,864954,0.0,29.2571428571429,33.3857142857143,25.1,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,45,94,21,864954,51.2,26.8571428571429,30.5857142857143,23.1,0.510298459011614,0.5108342055728251
01 Vientiane Capital,1,2016,46,38,31,864954,0.0,27.3714285714286,31.7,23.0285714285714,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,47,65,41,864954,0.0,27.8,32.9571428571429,22.5857142857143,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,48,77,41,864954,0.0,26.0285714285714,30.6,21.4,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,49,45,23,864954,0.0,25.0714285714286,29.8428571428571,20.2714285714286,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,50,20,38,864954,0.0,24.3571428571429,30.2857142857143,18.3714285714286,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,51,22,52,864954,0.0,25.5,30.3142857142857,20.6571428571429,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,52,12,51,864954,0.0,25.6571428571429,31.1142857142857,20.1714285714286,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2016,53,0,5,864954,5.4,22.0,27.2333333333333,16.7333333333333,-0.540841596489864,-0.5414094093459729
01 Vientiane Capital,1,2017,1,17,48,885910,0.0,25.4333333333333,29.7,21.15,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2017,2,16,88,885910,1.3,26.2428571428571,29.7714285714286,22.6428571428571,-0.634939287047856,-0.635605890157481
01 Vientiane Capital,1,2017,3,22,81,885910,0.0,26.0428571428571,31.0714285714286,20.9714285714286,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2017,4,9,85,885910,0.0,24.5714285714286,29.8285714285714,19.2857142857143,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2017,5,13,84,885910,0.0,25.0714285714286,30.7857142857143,19.3285714285714,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2017,6,4,102,885910,0.0,25.7857142857143,32.1857142857143,19.3571428571429,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2017,7,9,109,885910,0.0,23.0571428571429,28.9571428571429,17.1428571428571,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2017,8,11,117,885910,0.0,26.7428571428571,33.3142857142857,20.1571428571429,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2017,9,0,151,885910,0.0,25.0,29.7714285714286,20.1714285714286,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2017,10,7,101,885910,0.0,28.2714285714286,33.7285714285714,22.7857142857143,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2017,11,2,141,885910,21.0,30.0714285714286,36.0857142857143,24.0428571428571,-0.182811359244819,-0.1830032872338933
01 Vientiane Capital,1,2017,12,1,123,885910,0.4,28.5142857142857,33.5857142857143,23.4142857142857,-0.655594877658147,-0.656283166433178
01 Vientiane Capital,1,2017,13,3,73,885910,50.1,27.8857142857143,32.2,23.5428571428571,0.485052737154591,0.48556197901363995
01 Vientiane Capital,1,2017,14,4,104,885910,0.0,27.7285714285714,32.3,23.1142857142857,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2017,15,0,87,885910,15.4,30.6571428571429,35.4857142857143,25.8,-0.311335034153297,-0.3116618951715629
01 Vientiane Capital,1,2017,16,2,74,885910,82.5,31.0,36.0142857142857,25.9571428571429,1.22865399912507,1.2299439249387285
01 Vientiane Capital,1,2017,17,14,122,885910,7.5,29.1857142857143,33.5714285714286,24.7714285714286,-0.492645218399185,-0.49316243136934684
01 Vientiane Capital,1,2017,18,23,101,885910,2.7,31.4571428571429,36.9428571428571,25.9714285714286,-0.602808368320737,-0.6034412381730637
01 Vientiane Capital,1,2017,19,17,76,885910,15.5,30.0571428571429,34.4,25.7,-0.309039968529931,-0.30936442002981884
01 Vientiane Capital,1,2017,20,13,74,885910,135.4,27.1714285714286,30.0857142857143,24.2285714285714,2.44274371388551,2.4453082749213575
01 Vientiane Capital,1,2017,21,21,64,885910,32.7,30.0428571428571,33.8714285714286,26.1714285714286,0.0857113186889645,0.0858013043501665
01 Vientiane Capital,1,2017,22,27,57,885910,0.0,30.5571428571429,34.5428571428571,26.5714285714286,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2017,23,41,59,885910,95.2,29.9714285714286,33.9285714285714,25.9285714285714,1.52012733329251,1.5217232679402293
01 Vientiane Capital,1,2017,24,45,62,885910,37.6,29.1,32.3285714285714,25.8,0.198169534233882,0.19837758629562738
01 Vientiane Capital,1,2017,25,64,80,885910,24.4,30.3714285714286,34.1,26.6142857142857,-0.104779128050386,-0.10488913241459392
01 Vientiane Capital,1,2017,26,83,65,885910,126.9,28.8285714285714,32.5428571428571,25.0857142857143,2.24766313589943,2.2500228878731092
01 Vientiane Capital,1,2017,27,92,53,885910,55.1,28.2714285714286,30.9142857142857,25.5714285714286,0.599806018322875,0.600435736100845
01 Vientiane Capital,1,2017,28,91,62,885910,46.9,27.9857142857143,30.6285714285714,25.2857142857143,0.41161063720689,0.41204277447782867
01 Vientiane Capital,1,2017,29,109,57,885910,124.6,28.1285714285714,31.1428571428571,25.1,2.19487662656202,2.1971809596129948
01 Vientiane Capital,1,2017,30,99,36,885910,65.2,28.9857142857143,32.6285714285714,25.2857142857143,0.831607646282808,0.8324807254169992
01 Vientiane Capital,1,2017,31,90,32,885910,19.5,29.5142857142857,32.8142857142857,26.1428571428571,-0.217237343595304,-0.21746541436005482
01 Vientiane Capital,1,2017,32,127,83,885910,97.7,28.9,32.3428571428571,25.4142857142857,1.57750397387665,1.5791601464838319
01 Vientiane Capital,1,2017,33,154,47,885910,79.6,28.8571428571429,32.3428571428571,25.3285714285714,1.16209709604746,1.1633171458281495
01 Vientiane Capital,1,2017,34,159,41,885910,63.1,28.7285714285714,31.9428571428571,25.4571428571429,0.783411268192128,0.7842337474403729
01 Vientiane Capital,1,2017,35,241,77,885910,75.1,28.4857142857143,31.8142857142857,25.1285714285714,1.05881914299601,1.059930764449665
01 Vientiane Capital,1,2017,36,220,47,885910,18.0,28.8,32.0857142857143,25.5,-0.251663327945789,-0.2519275414862163
01 Vientiane Capital,1,2017,37,225,29,885910,49.6,29.3857142857143,33.1285714285714,25.6,0.473577409037763,0.4740746033049194
01 Vientiane Capital,1,2017,38,241,54,885910,82.4,28.6857142857143,32.3857142857143,24.9428571428571,1.2263589335017,1.2276464497969846
01 Vientiane Capital,1,2017,39,211,32,885910,23.9,29.3142857142857,33.0428571428571,25.5142857142857,-0.116254456167215,-0.11637650812331443
01 Vientiane Capital,1,2017,40,202,33,885910,95.7,28.4,31.9,24.9,1.53160266140934,1.5332106436489499
01 Vientiane Capital,1,2017,41,197,40,885910,19.9,28.2285714285714,31.3,25.1142857142857,-0.208057081101841,-0.20827551379307843
01 Vientiane Capital,1,2017,42,159,55,885910,25.9,27.6857142857143,31.1571428571429,24.1571428571429,-0.0703531436999011,-0.07042700528843242
01 Vientiane Capital,1,2017,43,111,49,885910,0.4,28.1,31.7285714285714,24.4428571428571,-0.655594877658147,-0.656283166433178
01 Vientiane Capital,1,2017,44,109,29,885910,0.0,26.5285714285714,31.3571428571429,21.6571428571429,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2017,45,74,29,885910,0.2,25.7857142857143,29.2285714285714,22.2571428571429,-0.660185008904879,-0.6608781167166662
01 Vientiane Capital,1,2017,46,76,39,885910,0.0,28.5714285714286,33.2571428571429,23.8285714285714,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2017,47,25,48,885910,0.0,27.2857142857143,31.0571428571429,23.4571428571429,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2017,48,61,37,885910,0.0,25.8,31.0285714285714,20.5571428571429,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2017,49,12,40,885910,0.0,25.3142857142857,30.2714285714286,20.3,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2017,50,22,56,885910,0.0,26.1714285714286,29.2285714285714,23.0571428571429,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2017,51,13,35,885910,0.0,20.2571428571429,25.7142857142857,14.7571428571429,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2017,52,3,30,885910,21.6,22.2,26.7714285714286,17.6142857142857,-0.169040965504625,-0.16921843638342868
01 Vientiane Capital,1,2017,53,1,30,885910,0.0,25.55,30.4,20.7,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2018,1,7,128,906858,0.0,25.05,29.7333333333333,20.3666666666667,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2018,2,6,156,906858,0.0,22.8,25.9857142857143,19.5714285714286,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2018,3,5,249,906858,0.0,23.3142857142857,29.6285714285714,16.9714285714286,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2018,4,2,242,906858,0.0,25.8428571428571,31.4571428571429,20.2,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2018,5,3,177,906858,0.0,22.9714285714286,27.1571428571429,18.7571428571429,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2018,6,3,211,906858,0.0,21.1857142857143,26.7142857142857,15.6428571428571,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2018,7,10,342,906858,0.0,25.5285714285714,31.5428571428571,19.4714285714286,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2018,8,4,309,906858,25.2,27.3571428571429,31.4142857142857,23.2571428571429,-0.0864186030634609,-0.0865093312806411
01 Vientiane Capital,1,2018,9,14,248,906858,0.5,28.1428571428571,33.6142857142857,22.6285714285714,-0.653299812034782,-0.6539856912914339
01 Vientiane Capital,1,2018,10,8,249,906858,0.0,27.8285714285714,33.8,21.8142857142857,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2018,11,10,383,906858,14.4,26.6,31.6428571428571,21.5,-0.334285690386953,-0.33463664658900394
01 Vientiane Capital,1,2018,12,4,498,906858,0.0,27.5571428571429,32.3571428571429,22.6857142857143,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2018,13,2,384,906858,0.0,28.1571428571429,32.5428571428571,23.7285714285714,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2018,14,1,258,906858,4.3,28.5571428571429,32.8285714285714,24.2571428571429,-0.566087318346886,-0.5666816359051581
01 Vientiane Capital,1,2018,15,0,179,906858,0.0,29.6,35.8714285714286,23.2714285714286,-0.66477514015161,-0.6654730670001544
01 Vientiane Capital,1,2018,16,6,284,906858,84.6,28.6714285714286,33.2428571428571,24.0428571428571,1.27685037721575,1.2781909029153544
01 Vientiane Capital,1,2018,17,13,205,906858,69.5,30.1571428571429,34.5571428571429,25.7285714285714,0.930295468087532,0.9312721565119955
01 Vientiane Capital,1,2018,18,3,178,906858,27.7,28.0857142857143,31.5285714285714,24.6285714285714,-0.0290419624793191,-0.0290724527370386
01 Vientiane Capital,1,2018,19,4,207,906858,28.4,29.8857142857143,34.2428571428571,25.5142857142857,-0.0129765031157594,-0.01299012674482991
01 Vientiane Capital,1,2018,20,2,284,906858,2.5,29.9,34.5285714285714,25.2428571428571,-0.607398499567468,-0.6080361884565518
01 Vientiane Capital,1,2018,21,18,303,906858,116.0,29.4571428571429,33.3714285714286,25.5142857142857,1.99750098295257,1.999598097423002
01 Vientiane Capital,1,2018,22,29,205,906858,125.5,28.8,32.4428571428571,25.1142857142857,2.21553221717231,2.217858235888692
01 Vientiane Capital,1,2018,23,33,204,906858,26.9,29.6285714285714,33.1571428571429,26.0285714285714,-0.0474024874662445,-0.04745225387099142
01 Vientiane Capital,1,2018,24,46,207,906858,50.2,29.0857142857143,32.3571428571429,25.7571428571429,0.487347802777957,0.48785945415538406
01 Vientiane Capital,1,2018,25,71,213,906858,22.8,29.2285714285714,32.5571428571429,25.8714285714286,-0.141500178024237,-0.14164873468249947
01 Vientiane Capital,1,2018,26,79,162,906858,69.1,27.8142857142857,30.7142857142857,24.8714285714286,0.921115205594069,0.9220822559450189
01 Vientiane Capital,1,2018,27,64,195,906858,16.4,30.8857142857143,35.1571428571429,26.5714285714286,-0.28838437791964,-0.28868714375412197
01 Vientiane Capital,1,2018,28,80,127,906858,23.8,29.2,32.4714285714286,25.8857142857143,-0.11854952179058,-0.11867398326505847
01 Vientiane Capital,1,2018,29,58,111,906858,62.6,27.5857142857143,29.5857142857143,25.5285714285714,0.7719359400753,0.7727463717316524
01 Vientiane Capital,1,2018,30,62,125,906858,43.6,28.1857142857143,30.9571428571429,25.4,0.335873471635823,0.33622609480027343
01 Vientiane Capital,1,2018,31,49,108,906858,61.5,28.1714285714286,31.1571428571429,25.1714285714286,0.746690218218278,0.7474741451724675
01 Vientiane Capital,1,2018,32,51,135,906858,82.0,28.8142857142857,32.3285714285714,25.2428571428571,1.21717867100824,1.218456549230008
01 Vientiane Capital,1,2018,33,70,87,906858,51.9,28.0142857142857,30.4428571428571,25.5571428571429,0.526363918375173,0.5269165315650337
01 Vientiane Capital,1,2018,34,120,50,906858,85.9,28.1857142857143,30.9285714285714,25.4285714285714,1.3066862303195,1.3080580797580281
01 Vientiane Capital,1,2018,35,85,42,906858,82.0,27.3,29.7142857142857,24.8142857142857,1.21717867100824,1.218456549230008
01 Vientiane Capital,1,2018,36,86,61,906858,99.3,28.5571428571429,31.8857142857143,25.1857142857143,1.6142250238505,1.6159197487517374
01 Vientiane Capital,1,2018,37,94,76,906858,16.8,29.2428571428571,32.7428571428571,25.6857142857143,-0.279204115426177,-0.2794972431871455
01 Vientiane Capital,1,2018,38,34,107,906858,43.0,28.9714285714286,32.8,25.1285714285714,0.322103077895629,0.3224412439498088
01 Vientiane Capital,1,2018,39,60,58,906858,81.6,30.0428571428571,33.9142857142857,26.1142857142857,1.20799840851478,1.2092666486630315
01 Vientiane Capital,1,2018,40,94,61,906858,4.8,28.5857142857143,32.7,24.4571428571429,-0.554611990230058,-0.5551942601964376
